	gene symbol	chromosome	gene start
11509	TMEM178A	2	39664982
11510	THUMPD2	2	39736060
11511	SCN1A	2	165984641
11512	ATOH8	2	85751344
11513	ST3GAL5	2	85837120
11514	GCKR	2	27496839
11515	MRPL33	2	27771717
11516	RBKS	2	27781379
11517	FOSL2	2	28392448
11518	PLB1	2	28457145
11519	SPDYA	2	28782517
11520	TRMT61B	2	28849821
11521	WDR43	2	28894667
11522	TOGARAM2	2	28956611
11523	SMARCAL1	2	216412383
11524	ARHGEF33	2	38889875
11525	SOCS5	2	46698952
11526	MCFD2	2	46901870
11527	STPG4	2	47045538
11529	CALM2	2	47160084
11530	EPCAM	2	47345158
11531	DYSF	2	71453561
11532	KCNIP3	2	95297327
11533	DOCK10	2	224765090
11534	LRRFIP1	2	237627587
11535	SP110	2	230165186
11536	STAT1	2	190908460
11538	NHEJ1	2	219069355
11539	MPHOSPH10	2	71130310
11540	TTC7A	2	46915869
11541	ZAP70	2	97713576
11542	C2orf16	2	27537386
11543	WIPF1	2	174559572
11544	MRPS5	2	95085369
11546	ZNF514	2	95122087
11547	PRPF40A	2	152651593
11548	MFSD2B	2	24010081
11549	WDCP	2	24029347
11550	FKBP1B	2	24049701
11551	SF3B6	2	24067586
11552	FAM228B	2	24076526
11553	TP53I3	2	24077433
11554	PFN4	2	24114809
11556	ITSN2	2	24202864
11557	FAM228A	2	24175053
11558	SLC4A1AP	2	27663426
11559	C2orf73	2	54330034
11560	SPTBN1	2	54456317
11561	EML6	2	54723499
11562	RTN4	2	54972187
11563	UGP2	2	63840952
11564	REEP1	2	86213993
11565	CHMP3	2	86503430
11566	RNF103	2	86603398
11567	AMMECR1L	2	127861630
11568	GPC1	2	240435663
11569	GPR35	2	240605430
11570	PUS10	2	60940222
11571	PEX13	2	61017225
11572	REL	2	60881491
11573	ANKMY1	2	240479422
11574	ITGB1BP1	2	9403475
11575	CPSF3	2	9423651
11576	IAH1	2	9473658
11577	YWHAQ	2	9583967
11578	ADAM17	2	9488486
11579	GBX2	2	236165236
11580	AGAP1	2	235494043
11581	SCG2	2	223596940
11582	WDFY1	2	223855716
11583	MRPL44	2	223957463
11584	SERPINE2	2	223975045
11585	AP1S3	2	223667680
11587	RMND5A	2	86720291
11588	CD8B	2	86815339
11589	CD8A	2	86784610
11590	NFE2L2	2	177218667
11591	ODC1	2	10439968
11592	NT5C1B	2	18562871
11593	HNRNPA3	2	177212694
11595	MAP4K4	2	101696850
11596	C2orf78	2	73784183
11597	FOXD4L1	2	113498665
11598	SCYGR2	2	227598893
11599	SCYGR5	2	227666804
11600	SCYGR7	2	227728335
11601	SCYGR8	2	227745894
11602	SPATA3	2	230990324
11603	CCDC195	2	224703764
11604	SCYGR1	2	227387683
11605	SCYGR3	2	227614538
11606	SCYGR6	2	227724440
11608	GULP1	2	188291669
11609	MSH6	2	47695530
11610	NBAS	2	15166916
11611	SATB2	2	199269505
11612	NR4A2	2	156324437
11613	CDKL4	2	39168045
11614	NEMP2	2	190504338
11615	BIRC6	2	32357023
11616	TEKT4	2	94871430
11617	CLASP1	2	121337776
11618	MFSD6	2	190408355
11619	MYCN	2	15940550
11620	FSIP2	2	185738804
11621	ZC3H15	2	186486253
11622	PPP1CB	2	28751640
11623	GPAT2	2	96021946
11624	FMNL2	2	152335174
11625	FTCDNL1	2	199760544
11626	NAT8B	2	73700576
11627	CPO	2	206939518
11628	KLF7	2	207074137
11629	FIGLA	2	70777310
11630	CLEC4F	2	70808643
11631	CD207	2	70830211
11632	TEX261	2	70968325
11633	DUSP19	2	183078559
11634	NUP35	2	183117513
11635	NCKAP1	2	182909115
11636	KIF1A	2	240713761
11637	IWS1	2	127436207
11638	SLC1A4	2	64988477
11639	RAB1A	2	65070696
11640	ACTR2	2	65227788
11641	USP40	2	233475526
11642	AQP7B	2	94587101
11643	SCYGR10	2	227608784
11644	SCYGR4	2	227617498
11645	LANCL1	2	210427131
11646	CPS1	2	210477682
11647	SPAST	2	32063556
11648	UNC80	2	209771832
11649	RPE	2	210002565
11650	MAP2	2	209424047
11651	TRIP12	2	229763837
11652	TMEM87B	2	112055269
11653	PUM2	2	20248691
11654	PXDN	2	1631887
11655	SH3YL1	2	217730
11656	ACP1	2	264140
11657	ALKAL2	2	279558
11658	ZFP36L2	2	43222402
11659	ACYP2	2	53970838
11660	TSPYL6	2	54253178
11661	TNS1	2	217799588
11662	CREG2	2	101345550
11663	RFX8	2	101397359
11664	RGPD1	2	86913783
11665	PLGLB1	2	87002559
11666	BIN1	2	127048027
11667	CYP27C1	2	127183832
11668	ERCC3	2	127257290
11669	SLC8A1	2	40097270
11670	PID1	2	228850526
11671	CNRIP1	2	68284171
11672	PLEK	2	68365282
11673	FBXO48	2	68459422
11674	APLF	2	68467572
11676	CACNB4	2	151832771
11677	STAM2	2	152116801
11678	ERBB4	2	211375717
11679	SCN3A	2	165087526
11680	CCNT2	2	134918235
11681	CHN1	2	174798809
11682	RAB6C	2	129979666
11683	KCTD18	2	200488958
11684	SGO2	2	200510008
11685	CEP68	2	65056354
11686	FRZB	2	182833275
11687	GLS	2	190880821
11688	PPIL3	2	200870907
11689	GRB14	2	164492417
11690	LBX2	2	74497517
11691	PRKAG3	2	218822308
11692	WNT6	2	218859805
11693	PAX8	2	113215997
11694	MSH2	2	47403067
11695	OR6B2	2	240029491
11696	OR6B3	2	240044571
11697	CNGA3	2	98346188
11698	INPP4A	2	98444854
11699	COA5	2	98599314
11700	UNC50	2	98608579
11701	BABAM2	2	27889941
11702	TEX51	2	126898864
11703	COLEC11	2	3594832
11704	ALLC	2	3658200
11705	KHK	2	27086772
11706	AMER3	2	130755540
11707	CCDC148	2	158171073
11708	PKP4	2	158456952
11709	MFF	2	227325151
11710	FAM136A	2	70295976
11711	AAK1	2	69457997
11712	ABI2	2	203328280
11713	ACOXL	2	110732539
11714	PER2	2	238244044
11715	ASB1	2	238426742
11717	ADRA1D	20	4220630
11718	RSPO4	20	958452
11719	DEFB129	20	227258
11720	ANGPT4	20	869900
11721	SIRPG	20	1629152
11722	SHLD1	20	5750393
11723	TMX4	20	7977346
11724	SLX4IP	20	10435305
11725	DEFB125	20	87250
11726	NKX2-2	20	21511017
11727	BMP2	20	6767686
11728	PDYN	20	1978757
11729	FAM110A	20	833715
11730	INSM1	20	20368104
11731	DEFB128	20	187853
11732	DEFB126	20	142590
11733	BTBD3	20	11890723
11734	NKX2-4	20	21395365
11735	TMEM230	20	5068232
11736	PCSK2	20	17226107
11737	ZNF343	20	2481817
11738	CST8	20	23491101
11739	ISM1	20	13221274
11740	CST5	20	23875934
11742	SYNDIG1	20	24469629
11743	HAO1	20	7882985
11744	XRN2	20	21303331
11746	SNRPB2	20	16729961
11747	CST7	20	24949269
11748	APMAP	20	24962925
11749	BFSP1	20	17493905
11750	GGTLC1	20	23985050
11751	CST2	20	23823769
11752	DSTN	20	17570075
11753	STK35	20	2101827
11754	SCRT2	20	661596
11755	NCOA6	20	34689097
11756	DEFB127	20	157454
11757	SPTLC3	20	13008972
11758	ACSS2	20	34872146
11759	DEFB115	20	31257664
11761	TP53INP2	20	34704339
11762	JAG1	20	10637684
11763	SLC23A2	20	4852356
11764	CST9L	20	23564732
11765	TASP1	20	13389392
11766	CTNNBL1	20	37693955
11767	WFDC9	20	45607939
11768	SOGA1	20	36777447
11769	WFDC10A	20	45629739
11770	PPP1R16B	20	38805697
11771	KIAA1755	20	38210503
11772	DHX35	20	38962299
11773	TOX2	20	43914852
11774	EYA2	20	46894624
11775	WFDC11	20	45648563
11776	ELMO2	20	46366050
11777	TGM2	20	38127385
11778	RIPOR3	20	50586108
11779	SPATA2	20	49903391
11780	FAM83D	20	38926312
11781	SLC2A10	20	46709649
11782	KCNB1	20	49293394
11783	KCNK15	20	44745865
11784	CDH22	20	46173739
11785	RNF114	20	49936336
11786	SLC35C2	20	46345980
11787	APCDD1L	20	58459101
11788	EDEM2	20	35115364
11789	NCOA3	20	47501887
11790	MC3R	20	56248732
11791	BPI	20	38304150
11792	PREX1	20	48624252
11793	PTGIS	20	49503874
11794	PLCB1	20	8077251
11795	CBLN4	20	55997357
11796	ATP9A	20	51596514
11797	RALY	20	33993646
11798	CFAP61	20	20052514
11799	SNAI1	20	49982980
11800	SLC17A9	20	62952707
11801	PPP1R3D	20	59936663
11802	PFDN4	20	54208087
11803	PSMA7	20	62136733
11804	CDH26	20	59958423
11805	ENTPD6	20	25195693
11806	RBBP8NL	20	62410237
11807	CST3	20	23626706
11808	GID8	20	62938147
11809	PMEPA1	20	57648392
11810	IDH3B	20	2658395
11811	VAPB	20	58389229
11812	TSHZ2	20	52972358
11813	VSTM2L	20	37903111
11814	EIF2S2	20	34088309
11815	SOX18	20	64047582
11816	ACSS1	20	25006230
11817	DOK5	20	54475593
11818	B4GALT5	20	49632945
11819	ZFP64	20	52051663
11820	SALL4	20	51782331
11821	BMP7	20	57168753
11822	TTI1	20	37983007
11823	SCP2D1	20	18813783
11824	BHLHE23	20	63005927
11825	CDH4	20	61252261
11826	NDRG3	20	36651766
11827	RPS21	20	62387103
11828	TFAP2C	20	56629306
11829	SS18L1	20	62143769
11830	NOP56	20	2652593
11831	NFATC2	20	51386957
11832	SYCP2	20	59863564
11833	LAMA5	20	62307955
11834	LSM14B	20	62122461
11835	PHACTR3	20	59577509
11836	TCEA2	20	64049836
11837	GATA5	20	62463497
11838	LBP	20	38346482
11839	FAM217B	20	59933764
11840	RBL1	20	36996349
11841	RAB22A	20	58309715
11842	EDN3	20	59300443
11843	RPRD1B	20	38033725
11844	ADRM1	20	62302093
11845	PHF20	20	35771974
11846	GGT7	20	34844720
11847	RBPJL	20	45306840
11848	SDC4	20	45325288
11849	SYS1	20	45361937
11850	SYS1-DBNDD2	20	45363200
11851	TP53TG5	20	45372557
11852	STX16	20	58651253
11853	STX16-NPEPL1	20	58651434
11854	NPEPL1	20	58689131
11855	NELFCD	20	58981208
11856	TUBB1	20	59019429
11857	ATP5F1E	20	59025475
11858	PRELID3B	20	59033145
11859	GDF5	20	35433347
11860	C20orf173	20	35523186
11862	RBM12	20	35648925
11863	FITM2	20	44302840
11864	TTPAL	20	44475874
11865	SERINC3	20	44496221
11866	PKIG	20	44531785
11867	TLDC2	20	36876121
11868	OSER1	20	44195939
11869	JPH2	20	44106590
11870	SRSF6	20	43457893
11872	IFT52	20	43590937
11873	MYBL2	20	43667019
11874	GTSF1L	20	43726164
11875	CST9	20	23602410
11876	SIRPB1	20	1561385
11877	OTOR	20	16748358
11878	SRXN1	20	646615
11879	DTD1	20	18587942
11880	OSBPL2	20	62231922
11881	R3HDML	20	44337043
11882	RIMS4	20	44751808
11883	YTHDF1	20	63195429
11884	BIRC7	20	63235883
11885	NKAIN4	20	63240784
11886	ARFGAP1	20	63272785
11887	CHRNA4	20	63343223
11888	MKKS	20	10401009
11889	MKKS	20	10413520
11890	MKKS	20	10420546
11891	PPDPF	20	63520765
11892	PTK6	20	63528001
11893	FNDC11	20	63547891
11894	PDRG1	20	31944337
11895	XKR7	20	31968151
11896	CCM2L	20	32010438
11897	PLAGL2	20	32192504
11898	C20orf203	20	32631625
11900	MAPRE1	20	32819954
11901	PROCR	20	35172072
11902	MMP24OS	20	35201745
11903	MMP24	20	35226690
11905	FAM83C	20	35285731
11906	SIRPA	20	1894167
11907	DSN1	20	36751791
11908	ZBTB46	20	63743668
11909	SLC9A8	20	49812713
11910	GDAP1L1	20	44247099
11911	VSX1	20	25070885
11912	MYL9	20	36541497
11913	TGIF2	20	36573488
11914	TGIF2-RAB5IF	20	36574553
11915	SLA2	20	36612318
11916	MRPS26	20	3046052
11917	OXT	20	3071620
11918	AVP	20	3082556
11919	UBOX5	20	3107573
11920	DDRGK1	20	3190350
11921	ITPA	20	3208868
11922	ID1	20	31605283
11923	COX4I2	20	31637912
11924	TPX2	20	31739271
11925	MYLK2	20	31819308
11926	FOXS1	20	31844303
11927	BCL2L1	20	31664452
11928	KIZ	20	21125983
11929	OVOL2	20	17956979
11930	MGME1	20	17969018
11931	PET117	20	18137863
11932	LAMP5	20	9514358
11933	PSMF1	20	1113240
11934	SNPH	20	1266280
11935	SDCBP2	20	1309909
11937	SIRPB2	20	1470741
11938	SIRPD	20	1534251
11939	SNX21	20	45833799
11940	ZSWIM3	20	45857614
11941	PLTP	20	45898621
11942	PCIF1	20	45934683
11943	ZNF335	20	45948660
11944	MMP9	20	46008908
11945	FKBP1A	20	1368977
11946	SLC4A11	20	3227417
11947	NECAB3	20	33657087
11948	C20orf144	20	33662327
11949	E2F1	20	33675477
11950	PXMP4	20	33702758
11951	CHMP4B	20	33811348
11952	EIF6	20	35278907
11953	PCNA	20	5114953
11954	CDS2	20	5126879
11955	PROKR2	20	5299218
11956	SNX5	20	17941597
11957	COMMD7	20	32702699
11958	PAK5	20	9537370
11959	GNRH2	20	3043622
11960	BANF2	20	17693672
11961	CTSZ	20	58985686
11962	TOP1	20	41028822
11963	PRNP	20	4686350
11964	PRND	20	4721909
11965	RASSF2	20	4780023
11966	NFS1	20	35668052
11967	ROMO1	20	35699272
11968	RBM39	20	35701347
11969	CPNE1	20	35626031
11970	SLC24A3	20	19212642
11971	MAFB	20	40685848
11972	LPIN3	20	41340821
11973	CHD6	20	41402083
11974	SLPI	20	45252239
11975	WFDC2	20	45469753
11976	SPINT3	20	45512461
11977	EPPIN-WFDC6	20	45534196
11978	EPPIN	20	45540626
11979	WFDC3	20	45747944
11980	DNTTIP1	20	45791954
11981	UBE2C	20	45812576
11982	TNNC2	20	45823214
11983	ZSWIM1	20	45881227
11984	CSE1L	20	49046246
11985	STAU1	20	49113339
11986	SLCO4A1	20	62642503
11987	NTSR1	20	62708836
11988	MRGBP	20	62796473
11989	OGFR	20	62804835
11990	COL9A3	20	62816244
11991	TCFL5	20	62841005
11992	DIDO1	20	62877738
11993	HSPA12B	20	3732685
11994	C20orf27	20	3753508
11995	SPEF1	20	3777504
11996	CENPB	20	3783851
11997	AP5S1	20	3820524
11998	MAVS	20	3846799
11999	EPB41L1	20	36091504
12000	AAR2	20	36236131
12001	DEFB132	20	257724
12002	C20orf96	20	270863
12003	ZCCHC3	20	297570
12004	NRSN2	20	346782
12005	TBC1D20	20	423596
12006	CSNK2A1	20	472498
12007	SLC52A3	20	760080
12008	ARFGEF2	20	48921711
12009	FAM210B	20	56358974
12010	AURKA	20	56369389
12011	CSTF1	20	56392371
12012	RTF2	20	56468585
12013	FAM209A	20	56517187
12014	FAM209B	20	56533246
12015	CASS4	20	56412112
12016	NDUFAF5	20	13785007
12017	ZNFX1	20	49237946
12018	PARD6B	20	50731580
12019	MOCS3	20	50958818
12020	NAA20	20	20017310
12021	CRNKL1	20	20034368
12022	RIN2	20	19757606
12023	RNF24	20	3927309
12024	NSFL1C	20	1442162
12025	SCAND1	20	35953617
12026	HCK	20	32052197
12027	DDX27	20	49219347
12028	MTG2	20	62183028
12029	CDC25B	20	3786772
12030	TMC2	20	2536573
12031	SOX12	20	325552
12032	CST1	20	23747562
12033	CST4	20	23685640
12034	ZNF217	20	53567071
12035	DNAAF9	20	3249306
12036	NEURL2	20	45888625
12037	PANK2	20	3888839
12038	ESF1	20	13714322
12039	DPM1	20	50934867
12040	KCNG1	20	51003656
12041	WFDC13	20	45702038
12042	SPINT4	20	45722347
12043	NCOA5	20	46060991
12044	SAMHD1	20	36890229
12045	GMEB2	20	63587602
12046	STMN3	20	63639705
12047	TNFRSF6B	20	63696652
12048	ARFRP1	20	63698642
12049	ZGPAT	20	63707465
12052	SLC2A4RG	20	63739776
12053	CPXM1	20	2794074
12055	C20orf141	20	2814987
12056	TMEM239	20	2816302
12057	PCED1A	20	2835314
12058	VPS16	20	2840703
12059	MANBAL	20	37289649
12060	TCF15	20	604257
12061	BCAS4	20	50794894
12062	SPATA25	20	45886491
12063	DBNDD2	20	45406057
12064	C20orf204	20	64034344
12065	TRIB3	20	362835
12066	SRMS	20	63538489
12067	DUSP15	20	31847637
12068	ZHX3	20	41178448
12069	DLGAP4	20	36306336
12070	LZTS3	20	3162617
12071	TMEM74B	20	1180561
12072	PTPRA	20	2873420
12073	RAD21L1	20	1226044
12074	ZNF831	20	59123381
12075	CBFA2T2	20	33490075
12076	ACTL10	20	33666943
12077	GNAS	20	58839718
12078	PLCG1	20	41136960
12079	PEDS1-UBE2V1	20	50081124
12080	PEDS1	20	50118254
12081	CEBPB	20	50190830
12082	PTPN1	20	50510321
12083	SRC	20	37344685
12084	NXT1	20	23350791
12085	GZF1	20	23362182
12086	NAPB	20	23374519
12087	CSTL1	20	23426104
12088	CST11	20	23450403
12089	GHRH	20	37251086
12090	PLCB4	20	9067825
12091	ANKEF1	20	9986126
12092	OCSTAMP	20	46540946
12093	SLC13A3	20	46557823
12094	GCNT7	20	56491492
12095	HRH3	20	62214960
12096	RALGAPA2	20	20389530
12097	ERGIC3	20	35542038
12098	RAB5IF	20	36605779
12099	UBE2V1	20	50081124
12100	ADAM33	20	3667965
12101	SLC12A5	20	46021690
12102	RRBP1	20	17613678
12103	SGK2	20	43558968
12104	KAT14	20	18137228
12105	TGM3	20	2296001
12106	TGM6	20	2380901
12107	SNRPB	20	2461634
12109	RALGAPB	20	38472816
12110	SLC32A1	20	38724486
12111	ACTR5	20	38748460
12112	EFCAB8	20	32858923
12113	CNBD2	20	35954564
12114	COL20A1	20	63293186
12115	WFDC10B	20	45684651
12116	TAF4	20	61953469
12117	C20orf202	20	1203454
12118	ARHGAP40	20	38601809
12119	WFDC8	20	45551153
12120	PIGT	20	45416084
12121	ADIG	20	38581195
12122	CYP24A1	20	54153446
12123	BCAS1	20	53936777
12124	FASTKD5	20	3146519
12125	TP53RK	20	46684365
12126	PRPF6	20	63981132
12127	SPAG4	20	35615829
12128	ZNF334	20	46499630
12129	GSS	20	34928432
12130	MYH7B	20	34955810
12131	TRPC4AP	20	35002404
12132	HMGB1P1	20	57487959
12133	CTCFL	20	57495966
12134	PCK1	20	57561080
12135	ZBP1	20	57603846
12136	ZMYND8	20	47209214
12137	PTPRT	20	42072752
12138	CABLES2	20	62388634
12139	C20orf85	20	58150902
12140	ANKRD60	20	58216126
12141	CD40	20	46118271
12142	MATN4	20	45293445
12143	ADA	20	44584896
12144	CCN5	20	44714844
12145	SUN5	20	32983773
12146	BPIFB2	20	33007704
12147	BPIFB6	20	33031648
12148	BPIFB4	20	33079643
12149	BPIFA2	20	33161768
12150	BPIFA3	20	33217310
12151	BPIFA1	20	33235995
12152	BPIFB1	20	33273480
12153	CDK5RAP1	20	33358839
12154	SNTA1	20	33407957
12155	BPIFB3	20	33053903
12156	DNMT3B	20	32762385
12157	PYGB	20	25248085
12158	ABHD12	20	25294742
12159	ASIP	20	34194569
12160	AHCY	20	34280268
12161	MAP1LC3A	20	34546854
12162	PIGU	20	34560542
12164	DYNLRB1	20	34516395
12165	ITCH	20	34363235
12166	GINS1	20	25391008
12167	FOXA2	20	22580998
12168	POLR3F	20	18466878
12169	RBBP9	20	18486540
12170	SEC23B	20	18507520
12171	SMIM26	20	18567347
12172	RBCK1	20	407498
12173	RTEL1-TNFRSF6B	20	63659300
12174	RTEL1	20	63657810
12175	SPO11	20	57329803
12176	RAE1	20	57351223
12177	RBM38	20	57391396
12178	UQCC1	20	35302566
12179	ACOT8	20	45841721
12180	DEFB121	20	31404845
12181	DEFB123	20	31440632
12182	DEFB124	20	31465471
12183	REM1	20	31475288
12184	HM13	20	31514410
12185	TM9SF4	20	32109714
12186	KIF3B	20	32277651
12187	ASXL1	20	32358330
12188	NOL4L	20	32443059
12189	SULF2	20	47656197
12190	HELZ2	20	63558086
12191	YWHAB	20	44885702
12192	PABPC1L	20	44910060
12193	TOMM34	20	44942130
12194	KCNS1	20	45091214
12195	WFDC12	20	45123425
12196	PI3	20	45174902
12197	SEMG1	20	45207033
12198	SEMG2	20	45221373
12199	STK4	20	44966494
12200	DEFB116	20	31303212
12201	DEFB118	20	31368601
12202	DEFB119	20	31377164
12203	PAX1	20	21705659
12204	ZNF341	20	33731657
12205	ZNF133	20	18288283
12206	CHGB	20	5911510
12207	TRMT6	20	5937228
12208	MCM8	20	5950652
12210	CRLS1	20	6006093
12211	LRRN4	20	6040546
12212	ATRN	20	3471018
12213	GFRA4	20	3659248
12214	SMOX	20	4120980
12215	FERMT1	20	6074845
12216	DZANK1	20	18383367
12217	MCTS2	20	31547379
12218	ADNP	20	50888916
12219	WFDC5	20	45109452
12220	EBF4	20	2692780
12221	TTLL9	20	31870634
12222	MYT1	20	64102394
12223	NPBWR2	20	64103802
12224	PCMTD2	20	64255695
12225	SSTR4	20	23035312
12226	THBD	20	23045633
12227	CD93	20	23079360
12228	RGS19	20	64073181
12229	LKAAEAR1	20	64083376
12230	EMILIN3	20	41359962
12231	GPCPD1	20	5544439
12232	LIME1	20	63736283
12233	ABHD16B	20	63861498
12234	TPD52L2	20	63865228
12235	DNAJC5	20	63895126
12236	UCKL1	20	63939829
12237	ZNF512B	20	63956704
12238	SAMD10	20	63974116
12239	KIF16B	20	16272104
12240	SEL1L2	20	13849247
12241	MACROD2	20	13995369
12242	FLRT3	20	14322985
12243	MROH8	20	37101226
12245	L3MBTL1	20	43489442
12246	RPN2	20	37178410
12247	WFDC6	20	45534196
12248	SNAP25	20	10172395
12249	POFUT1	20	32207855
12250	NANP	20	25612935
12251	ZNF337	20	25673195
12252	CEP250	20	35455164
12253	HNF4A	20	44355699
12254	CTSA	20	45890144
12255	EEF1A2	20	63488013
12256	KCNQ2	20	63400208
12257	BLCAP	20	37492472
12258	NNAT	20	37521206
12259	NINL	20	25451594
12260	OPRL1	20	64080082
12261	SIGLEC1	20	3686970
12262	TMPRSS15	21	18269116
12263	CXADR	21	17513043
12264	RWDD2B	21	29004384
12265	MAP3K7CL	21	29077471
12266	URB1	21	32311018
12267	KRTAP25-1	21	30289145
12268	JAM2	21	25639258
12269	USP16	21	29024629
12270	CLDN17	21	30165565
12271	CYYR1	21	26466209
12272	MRPS6	21	34073224
12273	KRTAP24-1	21	30281309
12274	SLC5A3	21	34073578
12275	CHAF1B	21	36385392
12276	SCAF4	21	31671000
12277	CCT8	21	29055805
12278	NCAM2	21	20998409
12279	LTN1	21	28928144
12280	CLDN8	21	30214006
12281	C21orf140	21	34400112
12282	HUNK	21	31873020
12283	C21orf91	21	17788974
12284	MORC3	21	36320189
12285	PAXBP1	21	32733899
12286	C21orf62	21	32790673
12287	ITSN1	21	33642400
12288	CLDN14	21	36460621
12289	KCNJ6	21	37607373
12290	ATP5PO	21	33903453
12291	CHODL	21	17901263
12292	S100B	21	46598604
12293	BACH1	21	29194071
12295	ETS2	21	38805183
12296	KCNJ15	21	38155549
12297	CRYZL1	21	33589341
12298	N6AMT1	21	28872191
12300	ADAMTS5	21	26917922
12301	C2CD2	21	41885112
12302	ZBTB21	21	41986831
12303	CBR1	21	36069941
12304	CBR3	21	36135079
12305	RUNX1	21	34787801
12306	EVA1C	21	32412006
12307	CFAP298	21	32592079
12308	CFAP298-TCP10L	21	32402511
12309	TCP10L	21	32497967
12310	SMIM34	21	34418715
12311	BTG3	21	17593653
12312	SUMO3	21	44805617
12313	MRPL39	21	25585656
12314	SAMSN1	21	14485228
12315	SMIM11	21	34375480
12316	SIM2	21	36699115
12317	RIPPLY3	21	37006150
12318	RRP1B	21	43659560
12319	PDXK	21	43719094
12320	CSTB	21	43772511
12321	RRP1	21	43789513
12322	AGPAT3	21	43865223
12323	TRAPPC10	21	44012309
12324	PWP2	21	44107373
12325	DYRK1A	21	37365573
12326	PRDM15	21	41798225
12327	PKNOX1	21	42974510
12328	CBS	21	43053191
12329	CRYAA	21	43169008
12330	U2AF1	21	43092956
12331	SETD4	21	36034541
12332	SLC19A1	21	45493572
12333	COL18A1	21	45405165
12334	FAM3B	21	41304212
12335	ADAMTS1	21	26835755
12336	MIS18A	21	32268228
12337	MRAP	21	32291813
12338	WDR4	21	42843094
12339	NDUFV3	21	42879644
12340	GABPA	21	25734570
12341	CLIC6	21	34668994
12342	PIGP	21	37062846
12343	KCNE2	21	34364006
12344	TPTE	21	10521553
12345	SYNJ1	21	32628759
12346	RBM11	21	14216130
12347	HSPA13	21	14371115
12348	PSMG1	21	39174769
12349	BRWD1	21	39184176
12350	HMGN1	21	39342315
12351	GET1	21	39377698
12352	GET1-SH3BGR	21	39380332
12353	PCP4	21	39867438
12354	DSCAM	21	40010999
12355	BACE2	21	41167801
12356	RIPK4	21	41739369
12357	ABCG1	21	42199689
12358	TFF2	21	42346357
12359	TFF1	21	42362282
12360	TMPRSS3	21	42371887
12361	UBASH3A	21	42403447
12362	RSPH1	21	42472486
12363	SLC37A1	21	42496008
12364	PDE9A	21	42653621
12365	SIK1	21	43414483
12366	HSF2BP	21	43529186
12367	H2BC12L	21	43565182
12368	DNMT3L	21	44246339
12369	AIRE	21	44285838
12370	PFKL	21	44300051
12371	CFAP410	21	44328944
12372	LRRC3	21	44455510
12373	TSPEAR	21	44497893
12374	KRTAP10-1	21	44538981
12375	KRTAP10-2	21	44550357
12376	KRTAP10-3	21	44557790
12377	KRTAP10-5	21	44579455
12378	KRTAP10-6	21	44591268
12379	KRTAP10-7	21	44600597
12380	KRTAP10-8	21	44612079
12381	KRTAP10-10	21	44637356
12382	KRTAP10-11	21	44646414
12383	KRTAP12-4	21	44654213
12384	KRTAP12-3	21	44657932
12385	KRTAP12-2	21	44666189
12386	KRTAP12-1	21	44681576
12387	KRTAP10-12	21	44697172
12388	UBE2G2	21	44768580
12389	PTTG1IP	21	44849585
12390	SLX9	21	44940012
12391	POFUT2	21	45263928
12392	PCBP3	21	45643694
12393	TMPRSS2	21	41464300
12394	MX1	21	41420020
12395	MX2	21	41361999
12396	LCA5L	21	39405728
12397	ATP5PF	21	25716503
12398	SPATC1L	21	46161148
12399	LSS	21	46188141
12400	FTCD	21	46136160
12401	HLCS	21	36748626
12402	KCNE1	21	34446688
12403	COL6A1	21	45981770
12404	OLIG2	21	33025935
12405	OLIG1	21	33070141
12406	TFF3	21	42311667
12407	POTED	21	13609777
12408	UMODL1	21	42062959
12410	USP25	21	15729982
12411	KRTAP8-1	21	30812697
12412	KRTAP7-1	21	30829039
12413	KRTAP11-1	21	30880644
12414	KRTAP19-8	21	31038159
12415	SOD1	21	31659666
12416	DOP1B	21	36156782
12417	ERVH48-1	21	42916803
12418	LIPI	21	14108813
12419	KRTAP10-9	21	44627093
12420	PRMT2	21	46635595
12421	ERG	21	38380027
12422	KRTAP10-4	21	44573729
12423	TRPM2	21	44350163
12424	IGSF5	21	39745183
12425	B3GALT5	21	39556442
12426	MCM3AP	21	46235133
12427	YBEY	21	46286342
12428	C21orf58	21	46300181
12429	DIP2A	21	46458891
12430	DNAJC28	21	33485530
12431	GART	21	33503931
12432	DONSON	21	33559542
12433	TMEM50B	21	33432485
12434	IL10RB	21	33266367
12435	IFNGR2	21	33403413
12436	VPS26C	21	37223420
12437	TTC3	21	37073226
12438	ITGB2	21	44885953
12439	KRTAP26-1	21	30319124
12440	KRTAP27-1	21	30337013
12441	KRTAP13-2	21	30371390
12442	KRTAP13-1	21	30396031
12443	KRTAP15-1	21	30440275
12444	KRTAP19-1	21	30479706
12445	KRTAP19-2	21	30487043
12446	KRTAP19-3	21	30491462
12447	KRTAP19-4	21	30496824
12448	KRTAP19-5	21	30501657
12449	KRTAP19-6	21	30541535
12450	KRTAP19-7	21	30560875
12451	KRTAP22-2	21	30590105
12452	KRTAP6-3	21	30592440
12453	KRTAP22-1	21	30601087
12454	KRTAP20-1	21	30616425
12455	KRTAP20-4	21	30620627
12456	KRTAP20-2	21	30635206
12457	KRTAP20-3	21	30642864
12458	KRTAP21-3	21	30718525
12459	KRTAP21-2	21	30746794
12460	KRTAP21-1	21	30755015
